symbol,yahoo_ticker,exchange,name,sector,index_membership,is_active
TRAVELFOOD,TRAVELFOOD.NS,NSE,Travel Food Services Ltd,,NIFTYSMALLCAP250,TRUE
EMAMILTD,EMAMILTD.NS,NSE,Emami Ltd,,NIFTYSMALLCAP250,TRUE
PSB,PSB.NS,NSE,Punjab & Sind Bank,,NIFTYSMALLCAP250,TRUE
LMW,LMW.NS,NSE,LMW Ltd,,NIFTYSMALLCAP250,TRUE
THANGAMAYL,THANGAMAYL.NS,NSE,Thangamayil Jewellery Ltd,,NIFTYSMALLCAP250,TRUE
AARTIIND,AARTIIND.NS,NSE,Aarti Industries Ltd,,NIFTYSMALLCAP250,TRUE
PINELABS,PINELABS.NS,NSE,Pine Labs Ltd,,NIFTYSMALLCAP250,TRUE
COHANCE,COHANCE.NS,NSE,Cohance Lifesciences Ltd,,NIFTYSMALLCAP250,TRUE
DCMSHRIRAM,DCMSHRIRAM.NS,NSE,DCM Shriram Ltd,,NIFTYSMALLCAP250,TRUE
BIKAJI,BIKAJI.NS,NSE,Bikaji Foods International Ltd,,NIFTYSMALLCAP250,TRUE
ZENTEC,ZENTEC.NS,NSE,Zen Technologies Ltd,,NIFTYSMALLCAP250,TRUE
INDIGRID,INDIGRID.NS,NSE,Indigrid Infrastructure Trust,,NIFTYSMALLCAP250,TRUE
J&KBANK,J&KBANK.NS,NSE,Jammu and Kashmir Bank Ltd,,NIFTYSMALLCAP250,TRUE
ABDL,ABDL.NS,NSE,Allied Blenders and Distillers Ltd,,NIFTYSMALLCAP250,TRUE
FINCABLES,FINCABLES.NS,NSE,Finolex Cables Ltd,,NIFTYSMALLCAP250,TRUE
ZYDUSWELL,ZYDUSWELL.NS,NSE,Zydus Wellness Ltd,,NIFTYSMALLCAP250,TRUE
JBMA,JBMA.NS,NSE,JBM Auto Ltd,,NIFTYSMALLCAP250,TRUE
NATCOPHARM,NATCOPHARM.NS,NSE,NATCO Pharma Ltd,,NIFTYSMALLCAP250,TRUE
JINDALSAW,JINDALSAW.NS,NSE,Jindal Saw Ltd,,NIFTYSMALLCAP250,TRUE
BRIGADE,BRIGADE.NS,NSE,Brigade Enterprises Ltd,,NIFTYSMALLCAP250,TRUE
IGIL,IGIL.NS,NSE,International Gemological Institute Ltd,,NIFTYSMALLCAP250,TRUE
APOLLO,APOLLO.NS,NSE,Apollo Micro Systems Ltd,,NIFTYSMALLCAP250,TRUE
ATLANTAELE,ATLANTAELE.NS,NSE,Atlanta Electricals Ltd,,NIFTYSMALLCAP250,TRUE
GALLANTT,GALLANTT.NS,NSE,Gallantt Ispat Ltd,,NIFTYSMALLCAP250,TRUE
USHAMART,USHAMART.NS,NSE,Usha Martin Ltd,,NIFTYSMALLCAP250,TRUE
ARE&M,ARE&M.NS,NSE,Amara Raja Energy & Mobility Ltd,,NIFTYSMALLCAP250,TRUE
CAPLIPOINT,CAPLIPOINT.NS,NSE,Caplin Point Laboratories Ltd,,NIFTYSMALLCAP250,TRUE
JUBLPHARMA,JUBLPHARMA.NS,NSE,Jubilant Pharmova Ltd,,NIFTYSMALLCAP250,TRUE
NIVABUPA,NIVABUPA.NS,NSE,Niva Bupa Health Insurance Company Ltd,,NIFTYSMALLCAP250,TRUE
GSPL,GSPL.NS,NSE,Gujarat State Petronet Ltd,,NIFTYSMALLCAP250,TRUE
MINDACORP,MINDACORP.NS,NSE,Minda Corporation Ltd,,NIFTYSMALLCAP250,TRUE
AVANTIFEED,AVANTIFEED.NS,NSE,Avanti Feeds Ltd,,NIFTYSMALLCAP250,TRUE
ANURAS,ANURAS.NS,NSE,Anupam Rasayan India Ltd,,NIFTYSMALLCAP250,TRUE
AETHER,AETHER.NS,NSE,Aether Industries Ltd,,NIFTYSMALLCAP250,TRUE
SHRIPISTON,SHRIPISTON.NS,NSE,SPR Auto Technologies Ltd,,NIFTYSMALLCAP250,TRUE
INOXWIND,INOXWIND.NS,NSE,Inox Wind Ltd,,NIFTYSMALLCAP250,TRUE
KFINTECH,KFINTECH.NS,NSE,KFin Technologies Ltd,,NIFTYSMALLCAP250,TRUE
VENTIVE,VENTIVE.NS,NSE,Ventive Hospitality Ltd,,NIFTYSMALLCAP250,TRUE
CHOICEIN,CHOICEIN.NS,NSE,Choice International Ltd,,NIFTYSMALLCAP250,TRUE
BASF,BASF.NS,NSE,BASF India Ltd,,NIFTYSMALLCAP250,TRUE
NSLNISP,NSLNISP.NS,NSE,NMDC Steel Ltd,,NIFTYSMALLCAP250,TRUE
AGARWALEYE,AGARWALEYE.NS,NSE,Dr. Agarwal's Health Care Ltd,,NIFTYSMALLCAP250,TRUE
FINEORG,FINEORG.NS,NSE,Fine Organic Industries Ltd,,NIFTYSMALLCAP250,TRUE
APLLTD,APLLTD.NS,NSE,Alembic Pharmaceuticals Ltd,,NIFTYSMALLCAP250,TRUE
BEML,BEML.NS,NSE,BEML Ltd,,NIFTYSMALLCAP250,TRUE
JYOTICNC,JYOTICNC.NS,NSE,Jyoti CNC Automation Ltd,,NIFTYSMALLCAP250,TRUE
POLYMED,POLYMED.NS,NSE,Poly Medicure Ltd,,NIFTYSMALLCAP250,TRUE
GABRIEL,GABRIEL.NS,NSE,Gabriel India Ltd,,NIFTYSMALLCAP250,TRUE
CCL,CCL.NS,NSE,CCL Products (India) Ltd,,NIFTYSMALLCAP250,TRUE
SOBHA,SOBHA.NS,NSE,Sobha Ltd,,NIFTYSMALLCAP250,TRUE
INOXINDIA,INOXINDIA.NS,NSE,INOX India Ltd,,NIFTYSMALLCAP250,TRUE
AZAD,AZAD.NS,NSE,Azad Engineering Ltd,,NIFTYSMALLCAP250,TRUE
MAHSCOOTER,MAHSCOOTER.NS,NSE,Maharashtra Scooters Ltd,,NIFTYSMALLCAP250,TRUE
CLEANMAX,CLEANMAX.NS,NSE,Clean Max Enviro Energy Solutions Ltd,,NIFTYSMALLCAP250,TRUE
JSWDULUX,JSWDULUX.NS,NSE,JSW Dulux Ltd,,NIFTYSMALLCAP250,TRUE
KSB,KSB.NS,NSE,KSB Ltd,,NIFTYSMALLCAP250,TRUE
VIJAYA,VIJAYA.NS,NSE,Vijaya Diagnostic Centre Ltd,,NIFTYSMALLCAP250,TRUE
SCI,SCI.NS,NSE,The Shipping Corporation of India Ltd,,NIFTYSMALLCAP250,TRUE
SHAILY,SHAILY.NS,NSE,Shaily Engineering Plastics Ltd,,NIFTYSMALLCAP250,TRUE
THELEELA,THELEELA.NS,NSE,Leela Palaces Hotels & Resorts Ltd,,NIFTYSMALLCAP250,TRUE
DEVYANI,DEVYANI.NS,NSE,Devyani International Ltd,,NIFTYSMALLCAP250,TRUE
TEGA,TEGA.NS,NSE,Tega Industries Ltd,,NIFTYSMALLCAP250,TRUE
JSWHL,JSWHL.NS,NSE,JSW Holdings Ltd,,NIFTYSMALLCAP250,TRUE
PGEL,PGEL.NS,NSE,PG Electroplast Ltd,,NIFTYSMALLCAP250,TRUE
ABREL,ABREL.NS,NSE,Aditya Birla Real Estate Ltd,,NIFTYSMALLCAP250,TRUE
GRAPHITE,GRAPHITE.NS,NSE,Graphite India Ltd,,NIFTYSMALLCAP250,TRUE
ASTRAMICRO,ASTRAMICRO.NS,NSE,Astra Microwave Products Ltd,,NIFTYSMALLCAP250,TRUE
WELSPUNLIV,WELSPUNLIV.NS,NSE,Welspun Living Ltd,,NIFTYSMALLCAP250,TRUE
GRWRHITECH,GRWRHITECH.NS,NSE,Garware Hi-Tech Films Ltd,,NIFTYSMALLCAP250,TRUE
RAINBOW,RAINBOW.NS,NSE,Rainbow Children's Medicare Ltd,,NIFTYSMALLCAP250,TRUE
KIRLOSBROS,KIRLOSBROS.NS,NSE,Kirloskar Brothers Ltd,,NIFTYSMALLCAP250,TRUE
HONASA,HONASA.NS,NSE,Honasa Consumer Ltd,,NIFTYSMALLCAP250,TRUE
VGUARD,VGUARD.NS,NSE,V-Guard Industries Ltd,,NIFTYSMALLCAP250,TRUE
VINATIORGA,VINATIORGA.NS,NSE,Vinati Organics Ltd,,NIFTYSMALLCAP250,TRUE
ENGINERSIN,ENGINERSIN.NS,NSE,Engineers India Ltd,,NIFTYSMALLCAP250,TRUE
LTFOODS,LTFOODS.NS,NSE,LT Foods Ltd,,NIFTYSMALLCAP250,TRUE
APTUS,APTUS.NS,NSE,Aptus Value Housing Finance India Ltd,,NIFTYSMALLCAP250,TRUE
PARADEEP,PARADEEP.NS,NSE,Paradeep Phosphates Ltd,,NIFTYSMALLCAP250,TRUE
KEC,KEC.NS,NSE,KEC International Ltd,,NIFTYSMALLCAP250,TRUE
SPLPETRO,SPLPETRO.NS,NSE,Supreme Petrochem Ltd,,NIFTYSMALLCAP250,TRUE
HAPPYFORGE,HAPPYFORGE.NS,NSE,Happy Forgings Ltd,,NIFTYSMALLCAP250,TRUE
CANHLIFE,CANHLIFE.NS,NSE,Canara HSBC Life Insurance Company Ltd,,NIFTYSMALLCAP250,TRUE
EIDPARRY,EIDPARRY.NS,NSE,E.I.D.- Parry (India) Ltd,,NIFTYSMALLCAP250,TRUE
JPPOWER,JPPOWER.NS,NSE,Jaiprakash Power Ventures Ltd,,NIFTYSMALLCAP250,TRUE
TBOTEK,TBOTEK.NS,NSE,TBO Tek Ltd,,NIFTYSMALLCAP250,TRUE
ARVIND,ARVIND.NS,NSE,Arvind Ltd,,NIFTYSMALLCAP250,TRUE
CEATLTD,CEATLTD.NS,NSE,CEAT Ltd,,NIFTYSMALLCAP250,TRUE
FIVESTAR,FIVESTAR.NS,NSE,Five-Star Business Finance Ltd,,NIFTYSMALLCAP250,TRUE
IRCON,IRCON.NS,NSE,Ircon International Ltd,,NIFTYSMALLCAP250,TRUE
ECLERX,ECLERX.NS,NSE,eClerx Services Ltd,,NIFTYSMALLCAP250,TRUE
DOMS,DOMS.NS,NSE,DOMS Industries Ltd,,NIFTYSMALLCAP250,TRUE
ALIVUS,ALIVUS.NS,NSE,Alivus Life Sciences Ltd,,NIFTYSMALLCAP250,TRUE
CONCORDBIO,CONCORDBIO.NS,NSE,Concord Biotech Ltd,,NIFTYSMALLCAP250,TRUE
PRIVISCL,PRIVISCL.NS,NSE,Privi Speciality Chemicals Ltd,,NIFTYSMALLCAP250,TRUE
INDGN,INDGN.NS,NSE,Indegene Ltd,,NIFTYSMALLCAP250,TRUE
